Cancer id,Cancer label,Population id,Country label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2003,334.4985435,341.9268871,21.24106535,441973
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2004,342.9662749,355.0411801,21.72271822,463153
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2005,342.6032802,358.6659711,21.66261708,472673
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2006,346.6508807,366.6451589,21.91984912,488533
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2007,351.6132025,376.9623298,22.2059795,507680
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2008,350.1358604,380.9331753,22.1090403,518681
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2009,354.9153749,391.4426067,22.36559623,538154
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2010,351.3395484,392.5554372,22.16529263,544788
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2011,352.2653796,401.0806382,22.19305401,557711
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2012,344.6306621,397.7889056,21.73672407,557578
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2013,346.9568004,405.7027225,21.84248278,571456
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2014,341.3925029,403.9265636,21.53781663,572870
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",1,0,2015,338.2008266,405.9592598,21.39798529,580002
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2003,303.1177424,326.3230554,17.85393019,423397
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_48_112_156_352_356_474_630_634_764_792_800_8260_8261,"Argentina; Australia; Austria; Bahrain; Belarus; Canada; Chile; China; Colombia; Costa Rica; Croatia; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Germany; Iceland; India; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Latvia; Lithuania; Malta; France, Martinique; The Netherlands; New Zealand; Norway; Philippines; Poland; Puerto Rico; Qatar; Slovenia; Spain; Sweden; Switzerland; Thailand; TÃ¼rkiye; Uganda; UK, England; UK, Wales; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black",2,0,2004,308.2455389,334.5498123,18.10184927,438156
