Cancer id,Cancer label,Population id,Country label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2007,124.6239846,128.9998164,8.644800751,805927
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2008,122.4476927,128.4430303,8.503863003,811605
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2009,120.1879296,127.7964755,8.354224844,816327
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2010,118.5410553,127.6095969,8.257524579,824389
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2011,116.092495,126.4744951,8.097339809,824967
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2012,114.3674273,126.4712174,7.985102539,832794
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2013,111.7385305,125.2661789,7.814810429,832103
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2014,109.5420902,124.354528,7.666196254,834978
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2015,107.7542324,124.2788234,7.556729975,842906
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",1,1,2016,105.5877488,123.3840058,7.420424765,844406
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",2,1,2007,91.81443104,100.1994864,6.1528854,636875
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",2,1,2008,90.90752635,100.257092,6.095321273,644352
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",2,1,2009,89.92664426,100.2140602,6.02611471,651095
0,All sites excl. non-melanoma skin cancer,32_36_40_124_152_170_188_191_196_203_208_218_233_246_250_276_372_376_380_392_410_414_428_440_470_528_554_578_608_616_705_724_752_756_840_8262_8263_8401_8402_51_56_76_84_192_268_300_320_328_348_417_442_480_484_498_558_591_600_620_642_688_702_703_710_826_858_860_862,"Argentina; Australia; Austria; Armenia; Belgium; Brazil; Belize; Canada; Chile; Colombia; Costa Rica; Croatia; Cuba; Cyprus; Czechia; Denmark; Ecuador; Estonia; Finland; France (metropolitan); Georgia; Germany; Greece; Guatemala; Guyana; Hungary; Ireland; Israel; Italy; Japan; Korea, Republic of; Kuwait; Kyrgyzstan; Latvia; Lithuania; Luxembourg; Malta; Mauritius; Mexico; Moldova; The Netherlands; New Zealand; Nicaragua; Norway; Panama; Paraguay; Philippines; Poland; Portugal; Romania; Serbia; Singapore; Slovakia; Slovenia; South Africa; Spain; Sweden; Switzerland; United Kingdom; UK, Scotland; UK, Northern Ireland; USA; USA: White; USA: Black; Uruguay; Uzbekistan; Venezuela",2,1,2010,89.00656278,100.1805856,5.977161275,657997
